coreid,url,species,family,genus
8efb28ed-4b61-4256-9c32-d075cb74b6db,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012586_Nemotelus_canadensis_hef.jpg,Nemotelus_canadensis,Stratiomyidae,Nemotelus
3f6f59fd-f47f-4d19-9406-666cd1bdb222,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00013020_Gymnopternus_spectabilis_hef.jpg,Gymnopternus_spectabilis,Dolichopodidae,Gymnopternus
9488e577-6ad0-4c45-9d01-ca83443b46b7,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012749_Ospriocerus_aeacides_hef.jpg,Ospriocerus_aeacides,Asilidae,Ospriocerus
a02f07f8-fd8f-4df0-b078-0a090d1484c2,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00013478_Dasyllis_divisor_hef.jpg,Dasyllis_divisor,Asilidae,Dasyllis
60a25938-dcf0-4bbc-95ff-5fd5e3ede9f0,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012739_Leptogaster_murinus_hef.jpg,Leptogaster_murinus,Asilidae,Leptogaster
9a314140-09d4-4668-a471-ed0693c89481,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012864_Psilopus_jucundus_hef.jpg,Psilopus_jucundus,Dolichopodidae,Psilopus
e21244df-fd35-45e3-a2c4-ef31602d225d,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012751_Scleropogon_helvolus_hef.jpg,Scleropogon_helvolus,Asilidae,Scleropogon
fdc60474-6f05-463a-9c92-3ca4944aae34,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00001656_Hilara_trivittata_hef.jpg,Hilara_trivittata,Empididae,Hilara
4d5c2f3d-808b-4e5c-8f81-ab98a95ceec6,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00010037_Dioctria_medius_hef.jpg,Dioctria_medius,Asilidae,Dioctria
ef92a9ce-425f-40b8-9d5e-d3e9bc40b8fd,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00027806_Cydistomyia_misimensis_hef.jpg,Cydistomyia_misimensis,Tabanidae,Cydistomyia
06a7a25d-e1c6-4374-b027-d75b786ac139,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012776_Dioctria_resplendens_hef.jpg,Dioctria_resplendens,Asilidae,Dioctria
e79428e2-b073-4df7-a5ad-9d584b71c397,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00016167_Asilus_loewi_hef.jpg,Asilus_loewi,Asilidae,Asilus
07c4c38a-0e1f-4f0e-8569-21504b527c38,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012697_Ploas_nigripennis_hef.jpg,Ploas_nigripennis,Bombyliidae,Ploas
61146c0d-e004-4a36-b026-a8a217640163,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00013465_Nicocles_utahensis_hef.jpg,Nicocles_utahensis,Asilidae,Nicocles
f8f0c9cb-2ca0-44ac-9a3d-3ee1b0c81a12,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00030552_Stenotabanus_lerida_hef.jpg,Stenotabanus_lerida,Tabanidae,Stenotabanus
777f0777-7d6d-4059-ab0b-dc0d20bc4628,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00013040_Pelastoneurus_lugubris_hef.jpg,Pelastoneurus_lugubris,Dolichopodidae,Pelastoneurus
713deaf6-bf50-441d-b1a3-67b096f4fb33,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00013017_Gymnopternus_politus_hef.jpg,Gymnopternus_politus,Dolichopodidae,Gymnopternus
63e00242-d2cb-42dd-944b-d18650925103,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00001231_Platyura_diluta_hef.jpg,Platyura_diluta,Mycetophilidae,Platyura
ba58a5c1-d048-4e35-97d1-7019fac5135a,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00026035_Volucella_(Syrphidae)_virtuosa_hef.jpg,Volucella_virtuosa,Syrphidae,Volucella
4d89904c-8e84-4f8a-8372-fb68d32a0e44,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00030541_Tabanus_longiusculus_hef.jpg,Tabanus_longiusculus,Tabanidae,Tabanus
046569e2-20b9-416e-a5bb-696f70139ba2,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00022468_Oligorhina_aenea_hef.jpg,Oligorhina_aenea,Syrphidae,Oligorhina
0dced0d3-fa2f-4125-92b1-bf4bf75c6f4a,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00029782_Cydistomyia_frontalis_hef.jpg,Cydistomyia_frontalis,Tabanidae,Cydistomyia
08abb28d-a821-4a46-8edc-8bb790bef171,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00007638_Callicera_johnsoni_hef.jpg,Callicera_johnsoni,Syrphidae,Callicera
62be6d2c-ec3c-412c-ad58-81d3dad12110,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00007589_Erax_nemoralis_hef.jpg,Erax_nemoralis,Asilidae,Erax
369ddd27-95dd-4c2b-a63b-c7afefa9564c,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00000886_Pocota_alopex_hef.jpg,Pocota_alopex,Syrphidae,Pocota
d174f32b-6250-4295-8c35-1621eac80f26,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00032385_Tabanus_argentivittatus_huallagensis_hef.jpg,Tabanus_argentivittatus_huallagensis,Tabanidae,Tabanus
262e3d67-e896-4c30-ba01-d065d4d456da,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012685_Leptochilus_modestus_hef.jpg,Leptochilus_modestus,Bombyliidae,Leptochilus
e983743d-6fc2-4e19-8d69-e0939e9c1eeb,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00030252_Dichelacera_exilicorne_hef.jpg,Dichelacera_exilicorne,Tabanidae,Dichelacera
4d7bae74-c27f-405e-9c5f-32ff097204d0,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012851_Promachus_princeps_hef.jpg,Promachus_princeps,Asilidae,Promachus
a8800fa7-c2e7-466d-beb1-b08291fe643d,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012761_Stenopogon_univittatus_hef.jpg,Stenopogon_univittatus,Asilidae,Stenopogon
f31a49e6-5c13-4b0c-ba17-bccbbc13e904,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012670_Anthrax_agrippina_hef.jpg,Anthrax_agrippina,Bombyliidae,Anthrax
0bb065f2-f903-4c3e-9d05-c8379dbe0490,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00001168_Tachydromia_pusilla_hef.jpg,Tachydromia_pusilla,Empididae,Tachydromia
87f02430-6597-4545-b856-14d623776e3d,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00027215_Chilosia_pontiaca_hef.jpg,Chilosia_pontiaca,Syrphidae,Chilosia
2eb384f1-2812-497c-86c2-0d73ba877a0d,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00030566_Tabanus_keenani_hef.jpg,Tabanus_keenani,Tabanidae,Tabanus
06196c71-2250-4a28-9ca3-23918956dc05,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00603785_Spilomyia_longicornis_hef.jpg,Spilomyia_longicornis,Syrphidae,Spilomyia
1309c856-9ff8-4319-904b-02c1a7fe9619,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012728_Epibates_luctifer_hef.jpg,Epibates_luctifer,Bombyliidae,Epibates
f6233ce7-4ba8-4d69-8131-269014bb7687,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00013141_Mesogramma_planiventris_hef.jpg,Mesogramma_planiventris,Syrphidae,Mesogramma
83b756e1-d0dc-4ae2-84d0-cbf50188b4e8,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00001143_Rhamphomyia_irregularis_hef.jpg,Rhamphomyia_irregularis,Empididae,Rhamphomyia
4e7dab67-41b9-42a7-9b02-a8648638b3fd,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00004012_Chrysops_delicatulus_hef.jpg,Chrysops_delicatulus,Tabanidae,Chrysops
9b2a057f-cfdc-466c-8688-4fc311d1769b,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00001167_Tachydromia_clavipes_hef.jpg,Tachydromia_clavipes,Empididae,Tachydromia
1833b9b7-dc7c-456f-b63d-140a9ca3178f,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00016556_Physocephala_maculigera_hef.jpg,Physocephala_maculigera,Conopidae,Physocephala
a3c24fed-44f3-4f23-80b3-9fd0078e427e,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00007628_Bicellaria_brevifurca_hef.jpg,Bicellaria_brevifurca,Empididae,Bicellaria
fb97965b-d1c3-4984-baad-2caf5faa4398,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012888_Asyndetus_ammophilus_hef.jpg,Asyndetus_ammophilus,Dolichopodidae,Asyndetus
3ec43edf-6fea-4766-9b30-465f31b6c869,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00603780_Mallota_posticata_hef.jpg,Mallota_posticata,Syrphidae,Mallota
c6667172-b7bd-46af-b201-8af4e8f03d1f,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00004041_Tabanus_nivosus_hef.jpg,Tabanus_nivosus,Tabanidae,Tabanus
1c1775a1-c083-48aa-b44a-6b2b3380dd88,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00000451_Pipunculus_fasciatus_hef.jpg,Pipunculus_fasciatus,Pipunculidae,Pipunculus
291880f3-8547-4e2f-a45e-40d258770e93,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012895_Chrysotus_validus_hef.jpg,Chrysotus_validus,Dolichopodidae,Chrysotus
17628bba-78a1-4db0-b20b-805636745476,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00026945_Asyndetus_johnsoni_hef.jpg,Asyndetus_johnsoni,Dolichopodidae,Asyndetus
74e17f45-ab00-4141-a359-7f32cf309e01,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00013481_Dasyllis_sackeni_hef.jpg,Dasyllis_sackeni,Asilidae,Dasyllis
edb06d73-d7ab-4822-80ed-10d789db336b,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00032055_Stenotabanus_fairchildi_hef.jpg,Stenotabanus_fairchildi,Tabanidae,Stenotabanus
b74aa3ea-c2cf-447e-b772-105afd6a2c37,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012664_Anthrax_ceyx_hef.jpg,Anthrax_ceyx,Bombyliidae,Anthrax
55fc7dbe-b7f1-457d-a74d-9ac81d1d3907,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00027435_Chrysops_renjifoi_hef.jpg,Chrysops_renjifoi,Tabanidae,Chrysops
731418b2-4cca-42e8-8771-3ff11fe687d9,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00007663_Phalacromyia_deceptor_hef.jpg,Phalacromyia_deceptor,Syrphidae,Phalacromyia
655f477b-7be9-40af-8a12-a8585ca31493,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00004034_Tabanus_tener_hef.jpg,Tabanus_tener,Tabanidae,Tabanus
cd91f29f-c8f6-4bfd-be29-c74b6548daf8,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012770_Psilocurus_nudiusculus_hef.jpg,Psilocurus_nudiusculus,Asilidae,Psilocurus
15082d90-697d-4e62-86da-58e70c14ac2a,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00014538_Rhamphomyia_corvina_hef.jpg,Rhamphomyia_corvina,Empididae,Rhamphomyia
dc67d97b-1d9b-40b1-92e9-33b092743295,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00004037_Tabanus_cymatophorus_hef.jpg,Tabanus_cymatophorus,Tabanidae,Tabanus
a0c8b550-cf88-4641-9b77-f89b7dfef1ca,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012889_Chrysotus_affinis_hef.jpg,Chrysotus_affinis,Dolichopodidae,Chrysotus
6a7b2f4d-124a-4d5e-bec9-5cc866c0bd3c,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00013024_Gymnopternus_ventralis_hef.jpg,Gymnopternus_ventralis,Dolichopodidae,Gymnopternus
bc15d4e4-1961-46c4-bb45-1cb532c883a9,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012743_Leptogaster_varipes_hef.jpg,Leptogaster_varipes,Asilidae,Leptogaster
7f105e2e-bb59-4a82-ae2c-a9897ce05bf5,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00026928_Xylota_aristata_hef.jpg,Xylota_aristata,Syrphidae,Xylota
ea872487-e069-443e-b45a-52e8e3516bab,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012695_Bombylius_semirufa_hef.jpg,Bombylius_semirufa,Bombyliidae,Bombylius
b4ea69fe-c51e-4f08-8fd9-269ef8711890,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00603776_Heringia_calcarata_hef.jpg,Heringia_calcarata,Syrphidae,Heringia
921161e2-5119-4c30-9ff1-78b635967816,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012957_Dolichopus_eudactylus_hef.jpg,Dolichopus_eudactylus,Dolichopodidae,Dolichopus
cde85d89-add7-477a-9f19-04c6b72e4947,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012789_Cyrtopogon_lyratus_hef.jpg,Cyrtopogon_lyratus,Asilidae,Cyrtopogon
974d0d43-0c09-4f4e-867d-12d285fa1eb3,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00026916_Dolichopus_brevicauda_hef.jpg,Dolichopus_brevicauda,Dolichopodidae,Dolichopus
34306411-27ff-42f4-aef4-3c8f56b6c62f,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00004017_Chrysops_moechus_hef.jpg,Chrysops_moechus,Tabanidae,Chrysops
167320bd-8f2d-454c-962b-ff8a53c830ce,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012665_Anthrax_scylla_hef.jpg,Anthrax_scylla,Bombyliidae,Anthrax
ba07ef92-77eb-405e-83e7-f6de6edbc462,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00007643_Chilosia_prima_hef.jpg,Chilosia_prima,Syrphidae,Chilosia
3902ccee-628f-4d5a-bda5-1b9309d1da5f,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00022221_Baccha_carlota_hef.jpg,Baccha_carlota,Syrphidae,Baccha
bbe304b5-f9c8-40ea-ae11-de1a03de86d7,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00000867_Dolichopus_pollex_hef.jpg,Dolichopus_pollex,Dolichopodidae,Dolichopus
01b2b7d7-30f7-4f82-bd10-88522a1cbec7,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00030561_Bolbodimyia_celeroides_hef.jpg,Bolbodimyia_celeroides,Tabanidae,Bolbodimyia
4b9fb33a-48ca-4f7d-8ed0-daa3d9a66be5,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00023793_Baccha_platygaster_hef.jpg,Baccha_platygaster,Syrphidae,Baccha
db47289a-4dd5-4e52-83f4-ab205b074b34,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00000448_Myopa_clausa_hef.jpg,Myopa_clausa,Conopidae,Myopa
e4f887f2-dbd3-42a3-bd10-32797c4ae064,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012686_Bombylius_albicapillus_hef.jpg,Bombylius_albicapillus,Bombyliidae,Bombylius
00196795-bef7-4c48-a1a4-a12b17409c46,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00015988_Psilopus_longipennis_hef.jpg,Psilopus_longipennis,Dolichopodidae,Psilopus
6976737e-525a-432b-9f0d-4a84ef70c000,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00023805_Microdon_scitulus_var_purpurea_hef.jpg,Microdon_scitulus_purpurea,Syrphidae,Microdon
eeda7da3-5cbf-43a9-a3ca-f6302fdc7429,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00022222_Baccha_banksi_hef.jpg,Baccha_banksi,Syrphidae,Baccha
9f2956b2-c11d-4f96-bce5-4ed9102eaff2,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00029911_Stenotabanus_chiapasensis_hef.jpg,Stenotabanus_chiapasensis,Tabanidae,Stenotabanus
6d610709-e1fb-4ad8-9b95-dc23a6c7ffcb,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00001209_Glaphyroptera_oblectabilis_hef.jpg,Glaphyroptera_oblectabilis,Mycetophilidae,Glaphyroptera
883a2c57-c3a7-4aa4-86e5-586df36dc140,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012796_Cyrtopogon_praepes_hef.jpg,Cyrtopogon_praepes,Asilidae,Cyrtopogon
75462e57-6222-40b1-afbc-ef7ba01b5e7b,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00013106_Chrysogaster_pictipennis_hef.jpg,Chrysogaster_pictipennis,Syrphidae,Chrysogaster
71ac522b-7418-41a6-8bb8-d83164081188,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012783_Cyrtopogon_chrysopogon_hef.jpg,Cyrtopogon_chrysopogon,Asilidae,Cyrtopogon
7c05d912-ee4a-4554-8431-4aed0b55b3c9,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00000866_Dolichopus_corax_hef.jpg,Dolichopus_corax,Dolichopodidae,Dolichopus
98e3853e-51a1-41aa-b783-5938182f179c,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00027634_Agelanius_osornoi_hef.jpg,Agelanius_osornoi,Tabanidae,Agelanius
de518550-d59e-4ed2-8e97-6b53b904d7bc,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00029850_Dichelacera_nubiapex_hef.jpg,Dichelacera_nubiapex,Tabanidae,Dichelacera
dca1dc37-44f5-437a-b47d-23c54a6445ad,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00603781_Pipiza_femoralis_hef.jpg,Pipiza_femoralis,Syrphidae,Pipiza
49215a29-b9a6-4e95-9097-2abe8320ef1e,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012977_Dolichopus_pugil_hef.jpg,Dolichopus_pugil,Dolichopodidae,Dolichopus
2d2d694c-eba2-4a84-ab0a-ce3d429d3d36,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00007576_Dizonias_pilatei_hef.jpg,Dizonias_pilatei,Asilidae,Dizonias
f05113f4-79e4-415b-9ac2-952b020e841c,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012604_Chrysopilus_ludens_hef.jpg,Chrysopilus_ludens,Rhagionidae,Chrysopilus
3167d597-c2bd-44bd-9e38-30b2cf87722e,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00027701_Dorilas_spinosus_hef.jpg,Dorilas_spinosus,Pipunculidae,Dorilas
4ca39cde-d27f-4d68-814d-baf4b295dff6,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00027655_Tabanus_cicur_hef.jpg,Tabanus_cicur,Tabanidae,Tabanus
127110eb-c343-447e-9215-6ea4cda860b6,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00030591_Tabanus_praepilatus_hef.jpg,Tabanus_praepilatus,Tabanidae,Tabanus
04b8ee0d-ea66-4e58-863a-53ce392d47fb,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012951_Dolichopus_brevipennis_hef.jpg,Dolichopus_brevipennis,Dolichopodidae,Dolichopus
59acf3f6-bc37-41dd-ac19-dd77e84acecc,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00027651_Acanthocera_apicalis_hef.jpg,Acanthocera_apicalis,Tabanidae,Acanthocera
c17cf053-806b-4e20-b4ae-e1f9727c08cf,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00007524_Tabanus_pemeticus_hef.jpg,Tabanus_pemeticus,Tabanidae,Tabanus
65090564-e7b7-458e-8775-7b26a87b8400,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00004024_Silvius_gigantulus_hef.jpg,Silvius_gigantulus,Tabanidae,Silvius
688f377e-91a4-4d39-ba2d-8d182704ece7,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012738_Leptogaster_incisuralis_hef.jpg,Leptogaster_incisuralis,Asilidae,Leptogaster
4bff87fc-bcb4-40d9-b109-245eb000f9dc,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00013551_Myopa_melanderi_hef.jpg,Myopa_melanderi,Conopidae,Myopa
6d8ca990-53a8-4681-9122-0d516e7d43d7,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012973_Dolichopus_ovatus_hef.jpg,Dolichopus_ovatus,Dolichopodidae,Dolichopus
c6a60a32-64e7-4a98-92a1-1f490082dec5,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012834_Pygostolus_pictus_hef.jpg,Pygostolus_pictus,Asilidae,Pygostolus
77abac6e-3863-4a6f-93f7-7b4dd7080802,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012752_Scleropogon_picticornis_hef.jpg,Scleropogon_picticornis,Asilidae,Scleropogon
8ffadb26-4db1-4ad0-8b35-9f520ffd82ad,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00013117_Baccha_conformis_hef.jpg,Baccha_conformis,Syrphidae,Baccha
d75c68b3-423e-4cf4-9b53-1ba7c9404bc8,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00617608_Odontomyia_cincta_hef.jpg,Odontomyia_cincta,Stratiomyidae,Odontomyia
69404fd7-2623-4cf7-82c0-8738fb822909,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012651_Anthrax_mucorea_hef.jpg,Anthrax_mucorea,Bombyliidae,Anthrax
8ab05f55-f07c-492d-ac79-5e2eee8c4070,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012742_Leptogaster_testaceus_hef.jpg,Leptogaster_testaceus,Asilidae,Leptogaster
3a76b775-8f01-47a7-9d84-8d0273db3c58,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012656_Anthrax_diagonalis_hef.jpg,Anthrax_diagonalis,Bombyliidae,Anthrax
967dc205-2a51-49e9-951c-f12001eb63e3,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00014521_Tabanus_phaenops_hef.jpg,Tabanus_phaenops,Tabanidae,Tabanus
5f460007-68e9-4ee9-9bb6-c4d1e8a543ea,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00019770_Occemyia_haitiensis_hef.jpg,Occemyia_haitiensis,Conopidae,Occemyia
60f3bc40-5028-4898-b476-79e1af338705,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012763_Stenopogon_obscuriventris_hef.jpg,Stenopogon_obscuriventris,Asilidae,Stenopogon
86bace9f-65aa-46dd-85d4-2171b5af446e,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012986_Dolichopus_sexarticulatus_hef.jpg,Dolichopus_sexarticulatus,Dolichopodidae,Dolichopus
4edfe3db-f5a7-46cd-b1b6-bb0b1c4c20c8,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012958_Dolichopus_tonsus_hef.jpg,Dolichopus_tonsus,Dolichopodidae,Dolichopus
0f2a6ad4-567c-4dc3-aa29-acf19e1fbaeb,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00603872_Toxomerus_geminatus_hef.jpg,Toxomerus_geminatus,Syrphidae,Toxomerus
1d1f722f-2f8b-44dc-8a52-9d0be03a1528,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012654_Anthrax_curta_hef.jpg,Anthrax_curta,Bombyliidae,Anthrax
580e9ba8-b63d-425a-a642-9966143447f7,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012780_Cyrtopogon_melanopleurus_hef.jpg,Cyrtopogon_melanopleurus,Asilidae,Cyrtopogon
bff055df-4b43-4c1a-872b-2e98d882a3f1,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00016815_Physoconops_cubanus_hef.jpg,Physoconops_cubanus,Conopidae,Physoconops
44f93398-b65f-4134-88a9-4bcf26a2790e,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00019769_Physocephala_venusta_hef.jpg,Physocephala_venusta,Conopidae,Physocephala
f3b9d2c2-421f-47bf-b550-7fea78c46f0f,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012946_Dolichopus_albiciliatus_hef.jpg,Dolichopus_albiciliatus,Dolichopodidae,Dolichopus
486d7290-6109-478e-99b8-423e46511e26,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00014522_Tabanus_aegrotus_hef.jpg,Tabanus_aegrotus,Tabanidae,Tabanus
0f939de6-68b9-416f-a117-1c4f422576df,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012534_Allognosta_similis_hef.jpg,Allognosta_similis,Stratiomyidae,Allognosta
27f375ca-07c5-45c6-9431-d996a99d49b4,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00023807_Microdon_aureus_hef.jpg,Microdon_aureus,Syrphidae,Microdon
b532531a-60f7-41fa-aa58-6352cda48086,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012689_Bombylius_validus_hef.jpg,Bombylius_validus,Bombyliidae,Bombylius
e9244900-0a79-4e7c-89d5-e78cdd412362,http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00010033_Dioctria_longicornis_hef.jpg,Dioctria_longicornis,Asilidae,Dioctria
